credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
0.49256555286870307,0.8687073971945258,0.0491223551213603,-1.535030582242154,-0.17210058022475822,-0.4982597853735258,0.26863584611903196,-0.5201987939813125,-0.6081691568463184,-0.2667511335800628,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,-0.8328468960467115,-0.19001441175191947,-0.2630888462082015,4.497152068954523,-0.25966950724962545
0.49256555286870307,-1.4319630914969668,-0.39175655024648465,0.4754506487125199,-0.9489193676523273,0.8111332985652682,-0.566437709684115,-0.3888020168154133,-0.20876872663692683,-0.7144723133150993,-0.2988311473071,-0.23913127294563094,2.576641758519171,-0.8328468960467115,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,-0.2834802388490397,-0.8655029102415547,0.38593741900143597,-0.8371155421720977,0.15643675659587122,-0.302347362614244,-0.14491538647948057,0.882696242124945,-0.2667511335800628,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,1.200700878813041,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,-1.08371345230695,1.0158321288478895,0.20370902298847848,-0.6164118866786577,0.5492546817775094,-0.1944836951228564,0.8050940982590962,1.3337432796889996,-0.7144723133150993,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,-0.8328468960467115,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,-0.36498547355308597,-0.024502679470700922,-0.39316274676768426,0.935773690442971,1.2039512237469063,0.9921997789131941,-0.514107972828282,-1.4379579816778993,-0.2667511335800628,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,-0.8328468960467115,-0.19001441175191947,-0.2630888462082015,4.497152068954523,-0.25966950724962545
0.49256555286870307,-1.6690692288178293,-0.8557249635041474,0.4223335205475125,0.7629859601553438,1.2039512237469063,1.557605841822836,0.12117736264354284,-0.9249350152882497,-0.7144723133150993,1.4983778406575783,-0.23913127294563094,-0.3881020699496514,-0.8328468960467115,-0.19001441175191947,3.8009973224354274,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,0.49081949083940096,-0.7136058960733183,0.16456344874543535,0.7542739737542866,-0.10544186019188757,-0.25761365771467326,-0.32545113221852756,0.31458356122365544,0.6286912258900101,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,1.200700878813041,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,0.49081949083940096,-1.124666904459763,-0.5511979290824142,-0.6832037824200935,-1.0220170189490434,1.5555914098664414,-0.48533518748558024,-0.9869109441138451,0.18097004615497367,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,1.200700878813041,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,1.7763793291259518,1.9179203238890796,1.9052730390450432,-0.2461524646337414,-0.8910777105551639,0.11718719891365272,1.1088738032664962,1.5093417446948527,0.18097004615497367,-0.2988311473071,3.6020087968854475,2.576641758519171,-0.8328468960467115,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,-1.08371345230695,-0.06666402406615458,1.0249797415243767,0.19380284861962938,1.3348905321407858,0.2258666281856412,-0.18126997523663183,-1.1177490160789907,0.18097004615497367,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,-0.8328468960467115,-0.19001441175191947,3.8009973224354274,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,-1.2244952213412124,-1.0589804008822306,-0.25342893195254,1.3292650762240388,0.15643675659587122,0.6426042926366853,-0.03769155576467142,0.04602120297940917,0.6286912258900101,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,1.200700878813041,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
0.49256555286870307,-1.3393435066060049,-0.5406040067688961,-1.4549910292581414,-0.4726641110612196,0.5492546817775094,-1.1773932392739286,-0.38562971413154323,-1.1074196946080581,-0.7144723133150993,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,-0.8328468960467115,-0.19001441175191947,-0.2630888462082015,4.497152068954523,-0.25966950724962545
0.49256555286870307,0.6019629927085552,0.11558334952957829,0.055642581887357205,1.7605084030763527,-0.23638116858576697,0.9079266065424936,0.2460709193075084,0.4178767759329809,-0.7144723133150993,-0.2988311473071,-0.23913127294563094,-0.3881020699496514,1.200700878813041,-0.19001441175191947,-0.2630888462082015,-0.22236294985516816,-0.25966950724962545
